Feature,Mean_SHAP,Std_SHAP,Max_SHAP,Min_SHAP,Abs_Mean_SHAP,Positive_Count,Negative_Count,Zero_Count,Mean_Original_Value,Std_Original_Value,Correlation_SHAP_Original
Driver / Operator Type,-2.215441139962485,3.6836333614702266,1.490836921800431,-10.72913784705556,2.9199025425714797,43,139,0,0.8567095142740119,1.4767756439081725,-0.9999999999999999
CP Was Vehicle Towed?,-0.6103589264788869,2.924430905891724,4.013572334724801,-2.4599314309603617,2.9038288320359147,52,130,0,-0.5780677613241971,1.102956855457414,0.3351554260681654
Posted Speed Limit (MPH),1.5989021828695273,2.6585086447593422,7.7433074679906335,-1.0759493292652134,2.1073177999948483,139,43,0,-0.3083644726912842,0.8732988694270647,-0.26819146215393525
SV Contact Area - Rear Right,0.582363955507521,1.584703328660647,1.656946343937595,-3.4560992689845884,1.5774412940223765,138,44,0,-0.025576825810950353,0.9821696400621989,0.2311177005474405
SV Contact Area - Rear,-0.04008395092880932,1.2899834574974451,1.57295979927327,-2.4950396816058764,1.1922367709345805,102,80,0,0.03321362372563146,1.0196263020592555,-0.030304270351711425
Automation System Engaged?,-0.4184636232562526,1.138704911981824,2.483415755310941,-1.1906158752923928,1.1334867021352093,44,138,0,0.22702819884108522,0.6833299497429941,-0.028046747453440636
Mileage,-0.23008451039493868,1.1024107684434756,1.5129799622939908,-0.9273102994705105,1.0946444888486477,52,130,0,-0.0689523568425632,0.9850068116975444,-0.05072793676546395
SV Contact Area - Left,-0.5030227683606187,1.1477825201212386,3.428530114201015,-3.1449261384896148,1.081198943414138,28,154,0,-0.0849750809844185,0.8828316188445304,-0.04904034537476464
ADS Equipped?,0.19134069109712,0.9167763529357598,0.7711609671489991,-1.2582099990325775,0.9103178334014501,130,52,0,0.7604996916214647,0.8610758064546865,0.606217782649107
Lighting,-0.6339638230891151,1.05409719381478,0.42661330851832685,-3.0702170891728766,0.835550331509863,43,139,0,-0.5220434954980255,1.1196219475703184,0.5137757035953651
Incident Time (24:00),0.5310911836677554,0.8830499564409023,2.572016207581908,-0.35738721791001465,0.6999664624603998,139,43,0,-0.11424863040169471,0.9812487683736153,0.03737344279166692
CP Pre-Crash Movement,0.021977208974259182,0.7072714979895552,1.3679791340706136,-0.862421628001039,0.6536789925763843,80,102,0,-0.4984305263748588,1.235367346066436,0.04063741418119584
SV Contact Area - Rear Left,-0.29236247709477636,0.6671040792892303,1.992700171900053,-1.8278663590626394,0.6284049574117843,28,154,0,0.2359216081664838,1.1795580551075546,-0.04045822528969948
State,-0.04474257322451979,0.436435472030446,0.5528861702764396,-0.8297825894342367,0.3803811179344855,89,93,0,-0.15946465247400338,1.0021424782019543,0.08518703290763813
SV Any Air Bags Deployed?,-0.1364410777219409,0.37127749406052213,0.8097237209045975,-0.3882031893564807,0.3695760841035201,44,138,0,-0.6447256321214595,0.7777858755116966,0.31001516539510243
Roadway Description,0.1426094544360939,0.45033593668785993,0.7557866369946239,-0.4934474737402916,0.36266684778862907,68,114,0,-0.5569248209975437,0.8127760587451771,-0.5172727994295985
Model Year,0.0697845102028367,0.33436060248518606,0.2812527229387055,-0.4588860216368353,0.3320050939953141,130,52,0,0.24699359000927656,0.9311643099699591,-0.03485327855791968
Roadway Surface,-0.1190619422091831,0.37597697488335546,0.41196998357539727,-0.6309920001597857,0.3027837070363807,114,68,0,-0.3855640249721819,0.9437777771746536,0.35276518056647577
Weather - Rain,0.034088316252639556,0.332509941254134,0.6321918765742156,-0.4212309946841747,0.2898034446882774,93,89,0,-0.16216989382248823,0.6960487882621574,0.060896355389345624
CP Any Air Bags Deployed?,-0.10097993935495786,0.2747821950695666,0.5992759189270788,-0.28730888947174327,0.2735229828356517,44,138,0,-0.6293644021078382,1.0898262771091667,0.2930192789430984
