Sample_ID,True_Label,Predicted_Label,Prediction_Confidence,Feature_Driver / Operator Type,Feature_Incident Time (24:00),Feature_Lighting,Feature_Roadway Type,Feature_Posted Speed Limit (MPH),Feature_State,Feature_Weather - Clear,Feature_Weather - Rain,Feature_Weather - Snow,Feature_Weather - Cloudy,Feature_Weather - Fog/Smoke,Feature_Weather - Severe Wind,Feature_Roadway Surface,Feature_Roadway Description,Feature_SV Pre-Crash Movement,Feature_CP Pre-Crash Movement,Feature_SV Precrash Speed (MPH),Feature_Crash With,Feature_SV Contact Area - Front,Feature_SV Contact Area - Rear,Feature_SV Contact Area - Left,Feature_SV Contact Area - Right,Feature_SV Contact Area - Front Left,Feature_SV Contact Area - Front Right,Feature_SV Contact Area - Rear Left,Feature_SV Contact Area - Rear Right,Feature_SV Were All Passengers Belted?,Feature_CP Any Air Bags Deployed?,Feature_SV Any Air Bags Deployed?,Feature_Automation System Engaged?,Feature_ADS Equipped?,Feature_Make,Feature_Model Year,Feature_Mileage,Feature_CP Was Vehicle Towed?,Feature_SV Was Vehicle Towed?,SHAP_Driver / Operator Type,SHAP_Incident Time (24:00),SHAP_Lighting,SHAP_Roadway Type,SHAP_Posted Speed Limit (MPH),SHAP_State,SHAP_Weather - Clear,SHAP_Weather - Rain,SHAP_Weather - Snow,SHAP_Weather - Cloudy,SHAP_Weather - Fog/Smoke,SHAP_Weather - Severe Wind,SHAP_Roadway Surface,SHAP_Roadway Description,SHAP_SV Pre-Crash Movement,SHAP_CP Pre-Crash Movement,SHAP_SV Precrash Speed (MPH),SHAP_Crash With,SHAP_SV Contact Area - Front,SHAP_SV Contact Area - Rear,SHAP_SV Contact Area - Left,SHAP_SV Contact Area - Right,SHAP_SV Contact Area - Front Left,SHAP_SV Contact Area - Front Right,SHAP_SV Contact Area - Rear Left,SHAP_SV Contact Area - Rear Right,SHAP_SV Were All Passengers Belted?,SHAP_CP Any Air Bags Deployed?,SHAP_SV Any Air Bags Deployed?,SHAP_Automation System Engaged?,SHAP_ADS Equipped?,SHAP_Make,SHAP_Model Year,SHAP_Mileage,SHAP_CP Was Vehicle Towed?,SHAP_SV Was Vehicle Towed?,SHAP_Sum,SHAP_Max,SHAP_Min,SHAP_Std,SHAP_Abs_Sum
0,3,3,0.4378253171154085,-0.6291444331932576,1.2294149947769626,1.059316637402149,1.906661238150536,-0.651321941957,-0.7379701903183595,-1.2404103700706723,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,1.1771992204062383,1.125482856154007,0.9134960392735405,0.7815585261283281,-0.6184732620935784,1.3050306648038927,-0.5474375080153917,1.786414052728324,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,-0.4301272923984644,-0.5301185160184853,-0.42882628335264017,0.594417857725099,1.3208101981189684,1.564392711017787,-0.8116024514358164,-0.7702835056274302,-0.5615982740817701,-0.2817660015569605,0.5850021353755543,1.0563585184648596,0.01508810769155855,-0.016050496692083856,0.029061721889735437,-0.031923506627130976,0.0038241737379207602,0.0030852427197680795,0.005953852151060624,-0.0006250307073361122,-0.00445296115814572,-0.003961103005346915,0.0032195125019965887,0.006938703072057902,-0.012720264621855621,0.0014804739334731564,0.0010815751143278816,0.01116325860323891,0.004764539092793673,0.004533672021383371,-0.0012261794103381233,-0.019235290307077893,-0.0012355701103800543,0.006653493954127922,-0.014603891428314246,0.026224282802765043,-0.01703831521819913,0.013440827053084062,0.010196106751788355,-0.01574908875905101,0.00840993395849406,-0.01629777900431583,-0.0004339345692025031,-0.002111976979972472,0.00022280748176130516,-0.0001358601803229504,0.0024589642477366074,8.969175923007163e-07,8.969175911852891e-07,0.029061721889735437,-0.031923506627130976,0.012161368851753158,0.31560339447573804
1,1,1,0.5586357629502006,-0.6291444331932576,-1.695810104109462,0.024037701474696617,-1.0418569869217127,2.016125041220789,-0.7379701903183595,-1.2404103700706723,-0.30137965147491974,-0.21867508304859223,2.872603671210467,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.24096049370757996,0.7815585261283281,2.272900502399811,-2.837991521971864,1.8266925180652478,-0.5597806390252793,-0.34956011376538565,-0.2917933405778144,1.9890573662791142,1.9792227855008309,-0.4301272923984644,-0.5301185160184853,0.9445173779485065,0.594417857725099,1.3208101981189684,-1.1251138217574588,-0.8116024514358164,1.0723972534187376,0.5704303356456952,-0.10776404803569317,0.5850021353755543,1.0563585184648596,0.014943633629090474,-0.006513433242192879,0.019859224308028122,-0.030233139996836644,0.001943715301910768,-0.0008474520582186275,0.005934140776854729,-0.0006666180111413422,-0.002006211982343341,-0.0024138587251514654,0.002129383245175951,-0.0027849346639086023,-0.01292402449170439,0.014378401245592767,-0.0007988253351557927,-0.0033750229029255977,0.0012045318130871818,-0.002232558205469429,-0.0008781633701100802,0.005281212665417878,-0.0007420047807066843,0.0030957180960535916,-0.016619062540758026,0.036992720696833854,-0.022727371471423414,0.013239615577060704,0.01161171081809229,-0.015320938380721278,0.009311976589473376,-0.0188423646039055,-0.0005161521716333182,-0.0023792158432876394,-0.00031609932615028904,0.00043793470094793816,0.0027735326401232938,1.3037943857671534e-05,1.30379438562573e-05,0.036992720696833854,-0.030233139996836644,0.012052191756215363,0.2862879421513449
2,3,3,0.8960958404896969,4.269866770412595,0.8930650705147604,0.024037701474696617,-0.5504372827430045,-0.651321941957,-0.7379701903183595,0.8061848111952057,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.5772282664905602,-2.4427737583779696,-0.7706508286458621,-1.9502010533770588,-0.5474375080153917,-0.5597806390252793,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,2.324893159938367,-0.5301185160184853,-3.175513605954934,-1.5891936255062202,-0.9821566759395586,0.21963944463016416,1.2321303345386487,-0.49729376354651644,0.5704303356456952,-0.09916998105613091,-1.5640204148717023,-1.3623248721173762,-0.03190501356407194,0.008794456489865116,-0.03334452005898014,0.06601490657181322,-0.009559829438626178,0.00036676652408795693,9.489926468304272e-05,0.007181302752511265,-0.005875848966847768,-0.0017671195744345394,0.0012087071553018734,-0.008528740727643948,-0.011829284300578643,0.020342527914206848,-0.00119321004128617,-0.0018345382612837897,0.003605665799416105,-0.00473181471447735,-0.0012412524456890792,0.004201939622034068,0.00016439764925805063,0.018519782314891684,-0.03190075873618131,0.036308212110792965,-0.0230916333387621,0.008310024417765214,0.008086425494428399,-0.016277754600920055,0.013998140712317366,-0.014116836023591322,0.0019231548437997105,0.0032921319544495773,0.0011144579995868717,0.00251358026124116,-0.00884332505907733,8.770827078619348e-07,8.770827066719145e-07,0.06601490657181322,-0.03334452005898014,0.017904299869148467,0.41208383678760996
3,3,3,0.705822325040312,0.350657807527913,1.1376831972509074,0.024037701474696617,0.9238218297931197,-0.3178910690597763,-0.8390143437614237,0.8061848111952057,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.5772282664905602,0.17699622278339727,-0.7706508286458621,-1.6542708971787905,-0.5474375080153917,1.786414052728324,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,-0.4301272923984644,1.8863706318176028,0.9445173779485065,-0.4973878838905606,-0.9821566759395586,0.21963944463016416,1.2321303345386487,1.2088921244591944,0.5704303356456952,-0.7650427550829948,-1.5640204148717023,-1.3623248721173762,0.014374891280763307,0.014868890824450092,0.03384121328281627,-0.06624337081271794,0.0031583754246881784,0.0001305618445676457,0.0016331049690051958,0.004575959704278719,-0.004007527407101038,-0.0023320991107505444,0.0019276914447433847,-0.005345259335933397,-0.011756680761018809,0.016053318534425653,-0.0008790698822169052,-0.0013664171094850447,0.005277695184152825,-0.0023876179480989716,0.0012528462019481526,-0.0027765063285170176,-0.0002677199801726652,0.014173715380754594,-0.021559198670007093,0.027191987885972782,-0.019538784616548132,0.0094020577073713,0.013433308794495535,-0.017621432396876337,0.009256643338210413,-0.014470577443201231,0.002232336663975586,0.004095607225067482,0.0009801234710133913,0.0008605522951579117,-0.00816861965521439,9.566001500692192e-06,9.56600149960799e-06,0.03384121328281627,-0.06624337081271794,0.01602211086810661,0.35745132891721865
4,3,3,0.4297710050053904,0.350657807527913,-0.849839082480287,0.024037701474696617,0.9238218297931197,0.6824015496318947,-0.8390143437614237,0.8061848111952057,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.5772282664905602,-1.8382114550330386,-0.7706508286458621,0.4172401962090878,-0.5474375080153917,-0.5597806390252793,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,2.324893159938367,-0.5301185160184853,0.9445173779485065,0.594417857725099,-0.9821566759395586,0.21963944463016416,1.2321303345386487,-1.3162629897892577,-1.6936268838092354,3.5226897964085726,0.5850021353755543,1.0563585184648596,0.015555900088345306,0.004057241431607167,0.024921449394571544,-0.048641403939535345,0.004106813025011297,0.0002000310665930527,0.004549976574964169,0.0018140512821869974,-0.004301284421339934,-0.00226277450240433,0.0018660663730322448,-0.005836704949985512,-0.013412257432464332,0.018119500548922966,-0.0007366045395054018,-0.0013461354626887,0.0052071477445510385,-0.000508809061589659,-0.00026532174762203877,-0.0030868814726506912,-0.0007977274615257487,0.006809753858668453,-0.029245523198364463,0.041719407744177636,-0.018485910942956672,0.010725232173537026,0.009368180048887524,-0.020434455985511173,0.01550783358106087,-0.01516678981797473,0.002290812297352759,0.0037114725087336797,0.0005547683564576171,0.00027333620907787605,-0.0068303893716219494,1.2337695518979511e-05,1.2337695517531884e-05,0.041719407744177636,-0.048641403939535345,0.01494118639471063,0.3427302863109989
5,1,3,0.8349736719409273,0.350657807527913,0.8726802266200815,0.024037701474696617,-0.5504372827430045,-0.3178910690597763,-0.7379701903183595,0.8061848111952057,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.5772282664905602,0.17699622278339727,-0.7706508286458621,0.12131004001081949,-0.5474375080153917,1.786414052728324,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,-0.4301272923984644,1.8863706318176028,0.9445173779485065,-1.5891936255062202,-0.9821566759395586,0.21963944463016416,1.2321303345386487,-0.49729376354651644,0.5704303356456952,-0.09835149848664879,-1.5640204148717023,-1.3623248721173762,0.014401415883950098,0.014345198227563602,0.03346699095613137,-0.06573013977531271,0.0035165347076675777,-5.329579143454692e-05,0.002449925243233384,0.004214086900754919,-0.004265076634342548,-0.0023456397182112327,0.0020910199605324517,-0.004918888674416454,-0.012162988797765482,0.01589656720521965,-0.0009057096935702441,-0.002187381261854251,0.002505893121749157,-0.00392643627438959,-0.001268199646968164,0.004876124061462798,-0.00015937295871574082,0.014407390613510913,-0.021209053035464775,0.026734842078183448,-0.01977380669751436,0.009451260055038272,0.01446019858318689,-0.017739393542853657,0.009609901441820936,-0.01578196653719283,0.00228163488841603,0.004096506783682427,0.0010717589376957285,0.0008556307505628827,-0.008305531360357084,1.1256102431176858e-05,1.1256102430054492e-05,0.03346699095613137,-0.06573013977531271,0.015991273443925556,0.3614770169031574
6,3,3,0.8705256216185167,3.2900645296914246,0.5159454584632005,-2.0465201703802083,0.9238218297931197,-0.651321941957,-0.7379701903183595,-1.2404103700706723,3.318074047488299,-0.21867508304859223,-0.34811624381814454,0.0,0.0,1.8658745488780843,-0.9622321250385991,0.24096049370757996,-2.644294526159613,0.05545596120939196,0.12131004001081949,-0.5474375080153917,-0.5597806390252793,-0.34956011376538565,3.4270830102557586,-0.5027507084276197,1.9792227855008309,-0.4301272923984644,-0.5301185160184853,-3.175513605954934,-1.5891936255062202,-0.9821566759395586,0.21963944463016416,1.2321303345386487,-1.2480155542690292,1.136444640509428,-0.8610284382313527,-1.5640204148717023,-1.3623248721173762,-0.03147585329028202,0.010117015131899564,-0.03246565462686457,0.06093217875815838,-0.0071076859729112,0.0006171287407697374,-0.0011066853602434066,0.006187352221317145,-0.0036368343728571026,-0.002060961228986402,0.0013380267020085888,-0.008859299116339727,-0.011548992986804299,0.020355685359440597,-0.001285419958305173,-0.0009030169910646828,0.005408369153647421,-0.003664239540441251,0.0015758249221363542,-0.002416937544277867,0.0005696698877014867,0.01719791663196879,-0.032553946398651445,0.04040681516621784,-0.0256204552872374,0.008243373647228863,0.006659052293116768,-0.01562764396278536,0.013317686256366106,-0.012592468233926792,-0.0003643962549922906,-0.003246994807798851,-0.0009594983949099453,-0.0012890718951489154,0.005859961352849987,0.00036100139476059656,0.00036100139475952277,0.06093217875815838,-0.032553946398651445,0.017507411286556637,0.39793311384441693
7,3,3,0.7472016037862114,0.350657807527913,-0.921186036111663,0.024037701474696617,0.9238218297931197,-0.651321941957,-0.7379701903183595,0.8061848111952057,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.5772282664905602,0.17699622278339727,0.31633178958473535,0.12131004001081949,-0.5474375080153917,1.786414052728324,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,-0.4301272923984644,-0.5301185160184853,0.9445173779485065,0.594417857725099,-0.9821566759395586,0.21963944463016416,1.2321303345386487,1.2088921244591944,-2.259641188672968,2.058647702124007,0.5850021353755543,-1.3623248721173762,0.01471570794222131,0.00876692393216062,0.03307723943974198,-0.058020740855930404,0.001460869541806422,0.00027316311838465233,0.0026222659610277885,0.0034331961787642576,-0.0041621388903517595,-0.002166486367824966,0.0019542072045985077,-0.004609487084715042,-0.012660719511507507,0.016250704817776174,-0.0009347054261521903,-0.0012613933724713608,0.005399754908711107,-0.0018408341963674852,0.0005832740582140434,-0.0028808013980863526,-7.725198026160917e-05,0.012343246404586746,-0.02428821220506,0.03330961081710107,-0.021287393036366772,0.009946881430520983,0.012963454641448673,-0.0156314093214603,0.006993122568867683,-0.014272049319377303,0.0022602787960839116,0.004646166830172145,0.0011046222915753706,0.0010709159844359535,-0.009081983902267395,8.873915913859294e-06,8.873915912809786e-06,0.03330961081710107,-0.058020740855930404,0.015339075809376566,0.3463600876523137
8,3,3,0.886451668945453,0.350657807527913,0.19998037809567726,-2.0465201703802083,-0.5504372827430045,-0.651321941957,-0.7379701903183595,0.8061848111952057,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.24096049370757996,0.17699622278339727,-0.7271715239166382,1.0091005086056246,-0.5474375080153917,1.786414052728324,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,2.324893159938367,-0.5301185160184853,0.9445173779485065,-1.5891936255062202,-0.9821566759395586,0.21963944463016416,1.2321303345386487,-0.49729376354651644,0.5704303356456952,-0.5219906356999631,-1.5640204148717023,1.0563585184648596,0.015113656396482012,0.007526970786607423,0.026934675358582526,-0.05417486750916514,0.004599564967493124,1.2409137798597912e-05,0.004074251174854041,0.001812100777469943,-0.00358128556277305,-0.0023174755273495744,0.001968919138627486,-0.0047618297722648575,-0.013638985409080106,0.0173385018741051,-0.0009066058313876614,-0.0023568075021565657,0.0009125055212050734,-0.0022591715096899052,-0.0016304152865357355,0.005333888777177076,-0.0009007758605464371,0.008836085999028418,-0.028359427188619567,0.03945563867312163,-0.01903152162298483,0.010543870573118907,0.011672162646297994,-0.023502673295200106,0.01799026734230423,-0.0167036272665215,0.0022787297153861272,0.003426047095023807,0.0006461405690794967,0.00021113801009041238,-0.006562055389579859,1.3151252836507292e-05,1.3151252835029307e-05,0.03945563867312163,-0.05417486750916514,0.015658081826175556,0.3613882003205449
9,1,3,0.5992640987735822,1.3304600482490834,0.7809484290940264,-2.0465201703802083,-0.5504372827430045,-0.651321941957,-0.7379701903183595,0.8061848111952057,-0.30137965147491974,-0.21867508304859223,-0.34811624381814454,0.0,0.0,-0.8888267650093002,-0.9622321250385991,0.5772282664905602,0.17699622278339727,-0.7706508286458621,0.12131004001081949,-0.5474375080153917,1.786414052728324,-0.34956011376538565,-0.2917933405778144,-0.5027507084276197,-0.505248831675589,-0.4301272923984644,1.8863706318176028,0.9445173779485065,-1.5891936255062202,-0.9821566759395586,0.21963944463016416,1.2321303345386487,-1.2480155542690292,0.0044160307819626,0.24366260429740308,-1.5640204148717023,-1.3623248721173762,-0.03139117921307163,0.011894565841776766,-0.027985688407180773,0.06220490653624717,-0.014722604757771502,0.00028433683968785543,0.00013705727306374037,0.008116088401654703,-0.0067026834861852605,-0.0018347990282210392,0.00132408199058695,-0.007045238940046163,-0.01215144827306026,0.019218640370462645,-0.0013460351479432247,-0.0017759311162529573,0.0033790796088868707,-0.004746611314020685,-0.000948822340799251,0.004092285162185982,-0.00017599204736232584,0.021327629794797038,-0.03182564872877917,0.030405779207676654,-0.019731768226332963,0.00798733966349306,0.009926420576309382,-0.016231061216390744,0.012238659134547435,-0.013921358157959531,0.0018857216146693657,0.004185429059455101,0.0010004395769532414,0.0016125589889306664,-0.008684149240008387,2.14347676893134e-06,2.143476767696217e-06,0.06220490653624717,-0.03182564872877917,0.016985778150388032,0.40244418275953936
