Feature,Mean_SHAP,Std_SHAP,Max_SHAP,Min_SHAP,Abs_Mean_SHAP,Positive_Count,Negative_Count,Zero_Count,Mean_Original_Value,Std_Original_Value,Correlation_SHAP_Original
SV Contact Area - Rear,-0.10000379885528245,1.275946735618772,1.4954879072735774,-2.5282463723862727,1.1719678800262014,102,80,0,0.07454667100850364,1.0460836239242313,-0.030304270351711383
CP Was Vehicle Towed?,-0.12479049589166448,0.8769382163545452,1.261770569571277,-0.6794149220768412,0.8458022499323944,52,130,0,-0.5833042223301397,1.0934209254322562,0.33515542606816545
Automation System Engaged?,-0.19514966431950045,0.825456373464818,1.9084460986033613,-0.7548890586276706,0.7657911723207317,44,138,0,0.18955485860012014,0.6438174340313502,-0.028046747453440546
Posted Speed Limit (MPH),0.5421839979051378,0.9323501291939466,2.697052695697624,-0.3958976434051558,0.7292565107229589,139,43,0,-0.2925310098216037,0.7420999559670218,-0.2681914621539353
SV Was Vehicle Towed?,0.0840267611549337,1.4004460192488895,0.36411596500471166,-6.9182033350895145,0.6161962484695118,175,7,0,-0.3998746967941874,1.074851134793047,0.07175353405644977
SV Contact Area - Left,-0.2023496968390159,0.6400178631019536,1.989933275290263,-1.6755079997666527,0.5518713384671953,36,146,0,-0.08267229477732486,0.8856975346681409,-0.049040345374764704
Mileage,-0.07355667680161015,0.5169036351243507,0.7437397321051705,-0.4004752403643224,0.4985508094331361,52,130,0,-0.10554703689078958,0.9302656506844957,-0.050727936765463985
Lighting,-0.3267487936939727,0.5618835694000748,0.23858888847463594,-1.6253868027334575,0.43948859813803154,43,139,0,-0.4872889481800004,1.05938166968004,0.5137757035953654
Model Year,0.06190910444816535,0.43505283990547666,0.3370606797733452,-0.6259698338647842,0.41960615237089915,130,52,0,0.23030847380054378,0.7802595756419157,-0.03485327855791969
SV Any Air Bags Deployed?,-0.10667500283381325,0.45122066330784694,1.0432172337400745,-0.41264632839173465,0.4186057698960654,44,138,0,-0.6390602730227658,0.728583271539006,0.3100151653951024
Driver / Operator Type,-0.25281672129738586,0.4347485423301791,0.18460438626328673,-1.2576173814186409,0.340047365355862,43,139,0,0.896782582127725,1.4678938697243522,-0.9999999999999999
Weather - Cloudy,0.006955969684899176,0.3580479961394668,0.49724557206382436,-0.6370842669748176,0.31247098603328555,94,88,0,0.17620842136635034,1.3037186597738784,-0.22285966388737974
CP Pre-Crash Movement,0.025152382138054326,0.32091880757978924,0.6358900324320039,-0.3761365443828564,0.2947666419612954,80,102,0,-0.46011856501115556,1.1718967856633768,0.04063741418119588
SV Contact Area - Rear Right,0.0646142071502271,0.273309253667014,0.24994436029236977,-0.6318880023708973,0.2535540586999749,138,44,0,0.11818109400305771,1.0951871268897222,0.2311177005474404
SV Contact Area - Front Left,0.08491118732549836,0.2685681150723458,0.7030866655893385,-0.8350276760623965,0.23157954438371178,146,36,0,-0.076852779177461,0.9430943309224034,-0.31233055598197734
SV Contact Area - Rear Left,-0.0847041545861013,0.2679132850749159,0.832991689136612,-0.7013723807819374,0.23101490091360816,36,146,0,0.2928412257352521,1.2334903800981603,-0.0404582252896995
SV Contact Area - Right,0.0846712825662575,0.26780931318751044,0.7011001919273104,-0.8326684214118021,0.230925248564864,146,36,0,0.03353044204131122,1.0527719917845304,-0.0043591418110901815
ADS Equipped?,0.03366353387863409,0.2365632025482802,0.18327924000589685,-0.3403757314395228,0.22816395184407576,130,52,0,0.7874174420167702,0.8654829412947238,0.6062177826491074
Roadway Type,0.1579538295603724,0.2716204719547225,0.7857292053206288,-0.11533639711128496,0.21245344577779277,139,43,0,0.11481425038069029,0.8843549856174646,-0.010801249287891144
Roadway Description,0.10946275924097922,0.26455382168310076,0.46967910841316035,-0.26419449848240273,0.20655988261485378,68,114,0,-0.5890108654922156,0.7966401806534067,-0.5172727994295981
