Driver / Operator Type,Incident Time (24:00),Lighting,Roadway Type,Posted Speed Limit (MPH),State,Weather - Clear,Weather - Rain,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Severe Wind,Roadway Surface,Roadway Description,SV Pre-Crash Movement,CP Pre-Crash Movement,SV Precrash Speed (MPH),Crash With,SV Contact Area - Front,SV Contact Area - Rear,SV Contact Area - Left,SV Contact Area - Right,SV Contact Area - Front Left,SV Contact Area - Front Right,SV Contact Area - Rear Left,SV Contact Area - Rear Right,SV Were All Passengers Belted?,CP Any Air Bags Deployed?,SV Any Air Bags Deployed?,Automation System Engaged?,ADS Equipped?,Make,Model Year,Mileage,CP Was Vehicle Towed?,SV Was Vehicle Towed?
1.3510209353131022e-05,-0.0010688420527596035,0.000544667138408981,0.000597964681138484,-8.729997614100159e-05,0.009093354921582673,0.0060225846628832545,-0.008373054097154591,-0.004915584583318235,-0.00182730090399312,0.001110578060505885,0.017872667523763562,-0.013721630795654995,0.01675090331964532,-0.022012518108259913,0.00362868783750479,0.00424189394321198,-2.2258232578058093e-05,-0.0051592592538405625,-0.0026890642942981593,-0.021085451160887548,-0.011151991080398854,0.04930224336951913,-0.004594702870796815,-0.012470098257435974,-0.017588245729212307,0.011399939487677044,-0.012122647350596927,0.012424333130082784,0.005886620462049149,-0.00042273676480465174,0.00037258689048799443,0.001230264487983244,0.00011924901953703484,-0.0012993636332036193,0.0
3.818513581119652e-05,-0.0010267210742002392,0.0004681098819066937,0.0006323915362990987,-0.00011196547981675983,-0.060507707897064576,-0.005157544898904747,0.07007852436169082,-0.00924688026575254,0.004833608700030951,-0.0027524678275977006,0.006226392006264953,-0.015774640709265476,0.029861846425759987,-0.0175611298951619,-0.002076421352183204,-0.0068141575568480195,0.004160065051472212,-0.0015542337947912997,0.006284747652350294,0.0025372607930745144,0.010057210384572395,0.015720152848996888,-6.522835265751871e-05,-0.02824939567398627,-0.022472669503399347,0.018259738614337495,-0.014444433546377318,0.014540824050143562,0.004116540385295371,-0.0009900658438193601,0.0009644322815993748,0.002130678975366158,-0.0009347275070722913,-0.0011703179060738784,0.0
-0.00021226487768683224,0.04120901497240316,-0.026278855196143605,-0.016308976283750796,0.0015910813851779937,6.233977210673262e-05,0.008201215316653132,0.046431401344995724,-0.04649404884359751,-0.008200907590158102,-0.00031685507788113893,0.0040703639814039716,-0.05438158083809622,0.06927787314383123,-0.01864980120925842,9.549423560254594e-05,-0.02416049724881817,0.01742175656358423,0.004552202765101824,0.002091043684529526,-0.00046886677749496833,0.012447095276376339,0.004692795644130179,-0.008489463355335338,-0.008181560787676203,-0.02267502803934964,-0.030027178719369354,-0.0192120735130339,0.079803529798167,-0.007889249526414724,8.777735406497268e-05,-0.0004228316363521699,-0.0011523926488806384,-0.0004299896434644438,0.0019174365746322812,0.0
1.7593810363861713e-05,-0.0034156550184231533,0.0021781521273738854,0.0013517876301154593,-0.00013187854943007965,-0.00309084783489911,-0.0015304486300120148,0.004147392300116939,0.0035524720059384508,-0.0030785678411443433,0.023225514485927065,0.09439847538356046,-0.07978389900439396,-0.010807506703379875,-0.027032584161714387,0.0016598500403827397,-0.022979014735547882,0.019276204622238925,0.0039485839643407135,-0.001905623891414538,-0.002475296218997674,0.01204996240208004,0.006705578490973125,-0.007747620767489277,-0.008532623906566221,0.0026896666437051134,0.05673240202513297,-0.08842818425320768,0.03709070980060115,-0.008084594216232213,-2.9545867267289237e-05,-0.0005674559245530197,-0.001649135741667457,-0.0009473794512954149,0.003193516984783185,0.0
1.3610147940186884e-05,-0.0019382440157767033,0.0010743893973025264,0.0009248292762090571,-7.458480567508187e-05,0.00025080302182056886,0.009740116056859911,0.055328245340224715,-0.056352648958823644,-0.008966515460081561,-0.006207127909986388,0.015597534139773063,-0.06984018409268507,0.14876999430566304,-0.08832021644276526,0.0016386988112178078,-0.00615985406685984,0.006064950817633269,-0.0005470556543535011,-0.0009967399076377418,-0.000601781175328759,0.007131892323915809,0.007727447727978128,-0.005209432211928336,-0.009048126664636842,-0.07964085665752602,0.01751511901687928,-0.02390434650087848,0.07534990120359185,0.010680182937932763,9.352428913709584e-05,-0.0004113837416885005,-0.0011192666936621855,-0.0004029161512264861,0.0018400422974400791,0.0
1.7593810363861713e-05,-0.0034156550184231533,0.0021781521273738854,0.0013517876301154593,-0.00013187854943007965,-0.003414119414042427,-0.001770006588123765,0.0048569430640230124,0.0035524720059384508,-0.0032252890677953484,0.023225514485927065,0.09439847538356046,-0.07978389900439396,-0.010807506703379875,-0.027032584161714387,-0.0005366443378103487,-0.02446332345224394,0.018890288472951287,0.0039485839643407135,0.0021610953527622396,-0.002475296218997674,0.01204996240208004,0.006705578490973125,-0.007747620767489277,-0.008532623906566221,0.0026896666437051134,0.05673240202513297,-0.08842818425320768,0.03709070980060115,-0.008084594216232213,-2.9545867267289237e-05,-0.0005674559245530197,-0.001649135741667457,-0.0009473794512954149,0.003193516984783185,0.0
-0.001882941671970228,0.03812527256283837,-0.023249438561441346,-0.01857079449557773,0.005577902166150857,-0.004002405102874159,0.00026172840895487964,0.055641214199235726,-0.04664459155803281,-0.005255945947283699,-0.0006103814519492234,0.0050278000026601505,-0.05428503531226401,0.06927787314383123,-0.019410256382278723,0.0020703006754584697,-0.022763047125644646,0.01743586617962692,0.004900362941839914,-0.0016434826712807085,-0.0016372491607415376,0.01235899063971815,0.008138776407836631,-0.00861976025549041,-0.010240757631322832,-0.00837137591143435,-0.041130283927217993,-0.019269755808839977,0.07602336027603455,-0.0072519446285428495,0.00038874319005656786,0.0019713238808962683,0.0013787869175924115,-0.0020694974045079874,-0.0016693565840372564,0.0
1.7593810363861713e-05,-0.0034156550184231533,0.0021781521273738854,0.0013517876301154593,-0.00013187854943007965,-0.0006217168083261312,0.0008956222057355905,0.0147783327762103,-0.007064418495897435,-0.007987819677722384,0.015374924652537855,0.10657401744719179,-0.09354848195018234,0.0679345339889227,-0.09633499413847071,0.001397708820248911,-0.005983755063102702,0.007423586851471812,-0.0011940579373373144,-0.0016434826712807085,-0.0031186250155883603,0.012082145702109089,0.007024657249740628,-0.007747620767489277,-0.008240557168772084,0.0032404149358078384,0.0548980979043195,-0.08703255505071798,0.032055816257157026,-0.0031617740465670046,1.5174799747276948e-05,-0.0005674559245530197,-0.0017021057885979634,-0.0009473794512954149,0.003201766364699125,0.0
1.3610147940186884e-05,-0.0019382440157767033,0.0010743893973025264,0.0009248292762090571,-7.458480567508187e-05,0.008064964915505981,-0.0018116501394604512,-0.0002680795556389609,0.004176348969672835,-0.010161584190079481,0.021397950411279038,0.09414826985628677,-0.07848335562532799,-0.01155758717290911,-0.025505277469329405,-0.0005770976196070119,-0.024150653128296055,0.018041120816048972,0.004595586247324524,0.002091043684529526,-0.0008951435600624563,0.007131892323915809,0.0071486706247106905,-0.004337292723927202,-0.009048126664636842,-0.07355329875174993,0.046826777083404894,-0.026988914835185628,0.05177491463433076,0.001940521869199262,9.352428913709584e-05,-0.0004113837416885005,-0.0011192666936621855,-0.0004029161512264861,0.0018400422974400791,0.0
1.7593810363861713e-05,-0.0034156550184231533,0.0021781521273738854,0.0013517876301154593,-0.00013187854943007965,-0.003414119414042427,-0.001770006588123765,0.0048569430640230124,0.0035524720059384508,-0.0032252890677953484,0.023225514485927065,0.09439847538356046,-0.07978389900439396,-0.010807506703379875,-0.027032584161714387,-0.0005366443378103487,-0.02446332345224394,0.018890288472951287,0.0039485839643407135,0.0021610953527622396,-0.002475296218997674,0.01204996240208004,0.006705578490973125,-0.007747620767489277,-0.008532623906566221,0.0026896666437051134,0.05673240202513297,-0.08842818425320768,0.03709070980060115,-0.008084594216232213,-2.9545867267289237e-05,-0.0005674559245530197,-0.001649135741667457,-0.0009473794512954149,0.003193516984783185,0.0
-0.00021226487768683224,0.04120901497240316,-0.026278855196143605,-0.016308976283750796,0.0015910813851779937,0.008064964915505981,-0.0016858393444850058,-0.00019695119817411482,0.003979409817232545,-0.010161584190079481,0.019858560297691084,0.08168160405001239,-0.07905761882212946,0.003022731943754713,-0.025505277469329405,-0.0005770976196070119,-0.02416049724881817,0.018094348418793788,0.004552202765101824,0.002091043684529526,-0.0008386937881496639,0.012433178507517916,0.0041140185408627405,-0.007617323867334204,-0.008091179392896782,-0.01725992606523147,-0.0036610686052893906,-0.023331445329898722,0.05562261736999941,-0.011370177369580455,8.777735406497268e-05,-0.0004228316363521699,-0.0011523926488806384,-0.0004299896434644438,0.0019174365746322812,0.0
1.7593810363861713e-05,-0.0034156550184231533,0.0021781521273738854,0.0013517876301154593,-0.00013187854943007965,-0.003589650282003151,0.0016045092605803555,0.06613710835640632,-0.05618788565368246,-0.007964081681301109,-0.007879270950210269,0.004599114857261671,-0.0694467071629506,0.16220638113429833,-0.08947951787839974,-0.00012619370273461977,-0.007468063779798759,0.006365078846974621,-0.0011940579373373144,0.002423236572896068,-0.002901727256775663,0.012068228933250666,0.007603434353008065,-0.00861976025549041,-0.008150175773992662,-0.0074457576031265555,0.019113263539845663,-0.0775291292652712,0.06804683945482926,-0.002185216126277799,1.5174799747276948e-05,-0.0005674559245530197,-0.0017021057885979634,-0.0009473794512954149,0.003201766364699125,0.0
1.7593810363861713e-05,-0.0034156550184231533,0.0021781521273738854,0.0013517876301154593,-0.00013187854943007965,6.233977210673262e-05,0.008201215316653132,0.046431401344995724,-0.04649404884359751,-0.008200907590158102,-0.00031685507788113893,0.0040703639814039716,-0.05438158083809622,0.06927787314383123,-0.01864980120925842,9.549423560254594e-05,-0.02429746403709034,0.018162342152617514,0.0039485839643407135,0.002091043684529526,-0.00046886677749496833,0.012447095276376339,0.004692795644130179,-0.008489463355335338,-0.008181560787676203,-0.022747630593667335,0.030748238027956305,-0.07425084888622004,0.06941531767232163,-0.003165076220391177,1.5174799747276948e-05,-0.0005674559245530197,-0.0017021057885979634,-0.0009473794512954149,0.003201766364699125,0.0
1.7593810363861713e-05,-0.0034156550184231533,0.0021781521273738854,0.0013517876301154593,-0.00013187854943007965,-0.003266378702859838,0.0011953085021462967,0.05620877731339359,-0.04715683673004959,-0.006980870382630535,-0.00044960800451706906,0.004399272322712854,-0.05456236710516322,0.07042180543185976,-0.0198091026448929,0.0020703006754584697,-0.022979014735547882,0.018603612767029362,0.0039485839643407135,-0.0016434826712807085,-0.002825262630854664,0.012082145702109089,0.007603434353008065,-0.00861976025549041,-0.008240557168772084,-0.00677330167146865,0.023398938967053598,-0.07818156985074327,0.06714116741029642,-0.005585234855138765,1.5174799747276948e-05,-0.0005674559245530197,-0.0017021057885979634,-0.0009473794512954149,0.003201766364699125,0.0
-0.000729523420494396,0.040422881719778224,-0.02272430916435869,-0.021320058073346596,0.004351008938421386,-0.003589650282003151,0.0005146337294826154,0.05684719971983482,-0.04664459155803281,-0.007127591609281541,-0.0006651495745937579,0.00496894141393991,-0.054085189599701246,0.06927787314383123,-0.019496475383476708,-0.00012619370273461977,-0.024247355842340702,0.017049950030339288,0.004900362941839914,0.002423236572896068,-0.0017748397203545714,0.012314473523135434,0.008353079249570287,-0.00861976025549041,-0.010272952796860742,-0.007217957659958518,-0.03883267477027814,-0.01874462641175732,0.07327409669826569,-0.008478837856272323,-0.0003475153018713044,-0.001453210653624837,-0.0009823810164513542,0.0014745870674704327,0.0013085199044770668,0.0
